"","year","L_largehead","L_conger","L_ambj","L_halibut","L_cod","M_largeyc","M_smallyc","M_filefish","M_pomfret","M_porgie","SM_flound","SM_flatfish","S_bream","S_sandeel","I_cucumb","I_mollus","I_shell","Ce_squid","Ce_cuttl","Sr_srshim","Sr_apshrim","Cr_gcrab","Cr_bcrab","J_jell"
"13",1962,0.497512437810945,NA,0.994029850746102,0.994029850746243,0.994029850742478,0.994029850749572,0.496359386762222,0,NA,NA,0.994029850746723,0.99402985074164,NA,0.49751243781014,0.999000000008115,0.99899999999996,NA,0.994029850746264,0.993008083277039,NA,0.994029850745493,NA,NA,0.994029850745333
"14",1963,0.497512437810945,NA,0.994029850748051,0.994029850746956,0.994029850745469,0.994029850744152,0.497144621058478,NA,NA,NA,0.994029850746461,0.994029850746188,NA,0.497512437810945,0.999000000005521,0.998999999999861,NA,0.994029850747141,0.993034825871612,NA,0.993882294419231,0,0,0.99402985074709
"15",1964,0.497512437810945,NA,0.994029850744044,0.994029850745578,0.994029850748914,0.993983071991872,0.497512437810945,NA,0,0,0.994029850745651,0.994029850746091,NA,0.49751243781191,0.999000000001694,0.998999999999405,0.998999999999822,0.993981639849054,0.993034825870078,NA,0.993931620457342,NA,NA,0.994029850746594
"16",1965,0.497512437810945,NA,0.994029850743462,0.994029850746096,0.994029850747123,0.994029850743531,0.497512437810945,NA,NA,0,0.994029850744868,0.994029850744195,NA,0.497512437809558,0.998999999995332,0.99899999999967,0.998999999999532,0.990841734161805,0.993005055648406,NA,0.994029850744743,0,0,0.993946042653029
"17",1966,0.497512437810945,NA,0.994029850744444,0.994029850746443,0.99402985074436,0.994029850746615,0.497512437810945,0,NA,0,0.994029850746144,0.994029850745419,NA,0.497512437810945,0.998999999998605,0.998999999999695,0.998999999999253,0.994012365756413,0.993034825870458,0,0.994029850748925,NA,NA,0.994029850746269
"18",1967,0.497262352690662,NA,0.994029850745593,0.99402985074547,0.994029850746635,0.994029850743822,0.497512437810945,NA,NA,NA,0.994029850745376,0.99402985074752,NA,0.497512437811567,0.999000000001844,0.999000000000206,0.999000000000046,0.994029850747241,0.993034825870342,0,0.994029850745465,NA,NA,0.991696203894048
"19",1968,0.497512437810945,NA,0.9940298507407,0.99402985074608,0.994029850744805,0.993932248539077,0.497512437811977,0,NA,NA,0.994029850746264,0.994029850747273,NA,0.497512437810945,0.999000000001981,0.998999999999928,0.998999999999528,0.993962932195001,0.993034825870828,NA,0.994029850745668,NA,NA,0.99402985074539
"20",1969,0.497512437810945,NA,0.994029850747257,0.994029850743995,0.994029850746943,0.994029850747539,0.497512437810945,0,NA,NA,0.994029850746597,0.99402985074486,NA,0.497512437810547,0.998999999997494,0.99899999999938,0.998999999999981,0.994029850746464,0.993034825870582,NA,0.994029850747205,NA,NA,0.992039179416162
"21",1970,0.497512437811528,NA,0.994029850746199,0.994029850745708,0.994029850745904,0.993890028377868,0.497508332712405,0,0,NA,0.994029850747147,0.994029850745479,NA,0.497512437810945,0.999000000002694,0.998999999999602,0.99900000000014,0.993887080264959,0.993034825873102,NA,0.994029850744095,0,0,0.99249489505448
"22",1971,0.460151100962794,NA,0.994029850744393,0.994029850745502,0.994029850747278,0.993930485863561,0.459459090230704,0,NA,0,0.994029850746399,0.994029850744538,0,0.460199004978951,0.998999999999792,0.999000000000002,0.999000000000146,0.992984938771941,0.993034825873007,NA,0.994029850747046,NA,NA,0.993744377875729
"23",1972,0.422776781137676,NA,0.994029850744783,0.994029850748374,0.994029850749408,0.993932830469873,0.422885572156417,NA,0,NA,0.994029850746104,0.994029850746954,NA,0.422885572183572,0.999000000001467,0.999000000000158,0.99899999999929,0.990699089293153,0.992763353517332,0,0.993891166065187,NA,NA,0.99375698226328
"24",1973,0.385572139312958,NA,0.99402985074568,0.994029850748516,0.994029850746542,0.994029850745728,0.385572139288136,NA,0,NA,0.994029850746976,0.99402985074594,NA,0.385572139311244,0.998999999999225,0.999000000000113,0.998999999999546,0.993913097080384,0,0,0,NA,NA,0.991628266076758
"25",1974,0.348258706478402,NA,0.994029850745546,0.994029850746481,0.994029850746838,0.993959477389659,NA,0,NA,0,0.994029850749693,0.994029850745581,NA,0.348258706483341,0.998999999998748,0.99899999999989,0.998999999999851,0.994029850743556,0,NA,0,NA,NA,0.993739498059592
"26",1975,0.310855063272081,NA,0.994029850746025,0.99402985074623,0.9940298507448,0.994020838550869,NA,0,NA,NA,0.994029850745765,0.994029850747492,NA,0.310945273631841,0.998999999997408,0.998999999999993,0.99899999999993,0.994029850747747,0,0,0,NA,NA,0.993575513044097
"27",1976,0.272984333440674,0,0.994029850745969,0.994029850746668,0.994029850751091,0.994029850746966,0,0,NA,NA,0.994029850745833,0.994029850743667,NA,0.273631840820629,0.998999999999535,0.998999999999783,0.999000000000029,0.994029850744633,0.992797816982384,NA,0.99292337051818,NA,NA,0.993807530721147
"28",1977,0.235641893118399,NA,0.994029850746479,0.99402985074592,0.994029850744626,0.994029850744795,NA,0.993998548346835,0,0,0.994029850746291,0.994029850745771,NA,0.23631840792643,0.999000000000987,0.998999999999766,0.998999999999877,0.99361376651012,0.993034825873691,NA,0.994029850746602,NA,NA,0.993871560499448
"29",1978,0.198960087724417,NA,0.994029850747126,0.994029850746776,0.994029850746726,0.994029850745037,0.199004975068139,0.994029850746872,0.993963857758676,NA,0.994029850745175,0.994029850744548,0,0.199004975124512,0.999000000001169,0.998999999999975,0.998999999999924,0.993848467399008,0.992966241341033,0.993046743283151,0.994011986529031,NA,NA,0.993566760026459
"30",1979,0.180913532318069,NA,0.994029850747671,0.994029850747174,0.994029850736573,0.993922268468944,0.18084273646284,0.994029850747222,0.993675865867857,NA,0.99402985074621,0.994029850746489,0,0.180913532331253,0.999000000000855,0.999000000000019,0.998999999999759,0.99386412050486,0.994029850748265,0.99402985074601,0.994027438423814,0,0,0.993827345961683
"31",1980,0.177036814210697,NA,0.994029850748185,0.994029850743146,0.994029850766908,0.993928659937971,0.177036814186069,0.994029850748713,0.99402985074856,NA,0.994029850745333,0.994029850746051,NA,0.177036814182834,0.999000000000886,0.998999999999832,0.998999999999915,0.993879308033538,0.994029850744572,0.993392155632923,0.994029850745597,NA,NA,0.993768936782553
"32",1981,0.173160097773711,NA,0.994029850746134,0.994029850749294,0.994029850749131,0.994029850747364,0.17316009784135,0.993988406687588,0.994029850746782,NA,0.99402985074623,0.994029850746941,0,0.173160097798928,0.999000000000672,0.998999999999802,0.998999999999837,0.994029850746731,0.993545562682925,0.984358417192821,0.993206825355272,NA,NA,0.993707914619948
"33",1982,0.169283381386093,0,0.994029850743031,0.994029850746466,0.99402985074444,0.993955296796296,0.169283381369939,0.994029850745978,0.993842588780611,NA,0.994029850745176,0.994029850744009,NA,0.169283381372549,0.998999999998795,0.998999999999889,0.998999999999671,0.993582989420901,0.99402985074677,0.994029850746235,0.99402985074623,NA,NA,0.993200702215549
"34",1983,0.165406679883974,NA,0.994029850746503,0.994029850745944,0.994029850746126,0.994029850744436,0.165406679855145,0.994029850744493,0.994014630091599,NA,0.994029850746669,0.994029850746011,0,0.165406679832642,0.998999999999658,0.998999999999983,0.998999999999752,0.993832451050293,0.993919809632233,0.994029850749044,0.993669839943428,0,0,0.993903008882287
"35",1984,0.161529950269419,NA,0.994029850746208,0.994029850748048,0.994029850752824,0.994029850747626,0.1611834173233,0.99396583632862,0.994029850744082,NA,0.994029850745972,0.994029850747047,0,0.161529950252403,0.999000000000515,0.999000000000039,0.999000000000131,0.993954713998233,0.994029850747618,0.994029850748625,0.9940298507461,NA,NA,0.99343471978216
"36",1985,0.157653233841426,0,0.994029850746244,0.994029850745229,0.994029850747129,0.993771661437375,0.157585620284979,0.994029850745214,0.994029850743812,NA,0.994029850745544,0.994029850746897,0,0.157653233824535,0.999000000000629,0.998999999999962,0.998999999999623,0.994019181795539,0.993805275316447,0.994029850747554,0.993752504021077,0,0,0.993307334656838
"37",1986,0.153236372094532,0,0.994029850743908,0.994029850747856,0.994029850743672,0.994029850745831,0.153771674332794,0.994015447238371,0.99384521768049,0,0.994029850747269,0.994029850745183,NA,0.153776517414612,0.999000000000654,0.998999999999894,0.998999999999783,0.993952697393882,0.994029850746968,0.994029850746358,0.994029850745528,0,0,0.993778484097229
"38",1987,0.149889476451357,0,0.994029850742815,0.994029850744985,0.994029850749647,0.994029850746432,0.149809475720227,0.994029850746443,0.994029850746234,NA,0.994029850745947,0.994029850742867,NA,0.149899815901814,0.999000000000436,0.998999999999795,0.999000000000024,0.993913349496242,0.994029850746728,0.994029850745541,0.993622019995011,0.993695929499803,0.993695929499803,0.993514957220932
"39",1988,0.145260371626922,NA,0.994029850744713,0.994029850748257,0.994029850748309,0.994029850747442,0.146023099105916,0.994007028274539,0.994029850745733,NA,0.994029850746509,0.994029850745227,0,0.146023099090931,0.998999999998699,0.998999999999681,0.999000000000052,0.993679432855578,0.993916068761627,0.993867308074344,0.99402985074971,0.994029850746339,0.994029850746339,0.993781005292224
"40",1989,0.141754936028082,NA,0.994029850745671,0.994029850744645,0.994029850745511,0.993694076936601,0.142146368179781,0.993971393156631,0.994029850745338,NA,0.99402985074601,0.994029850745687,NA,0.142146368155513,0.999000000000232,0.999000000000116,0.998999999999806,0.993988613321443,0.993893028615471,0.994029850746843,0.993572878373011,0.993899531816225,0.993899531816225,0.993814898786072
"41",1990,0.137884527851595,0.993365011403209,0.994029850743705,0.994029850745707,0.994029850749858,0.994029850745828,0.138269651750149,0.994029850746837,0.993826723452822,0.993960429639521,0.994029850745192,0.994029850744474,NA,0.13826965172399,0.998999999999509,0.998999999999711,0.998999999999674,0.993948875611378,0.99392039990834,0.994029850745758,0.993841062062802,0.994029850746263,0.994029850746263,0.993776654336908
"42",1991,0.134063326919243,0.993751292341883,0.994029850746774,0.994029850746981,0.994029850748669,0.993962573264848,0.134319458363426,0.993794824439186,0.994029850745969,0.994029850743725,0.99402985074587,0.994029850745055,0,0.134392935322202,0.998999999999688,0.998999999999792,0.999000000000035,0.994029850746759,0.994011420721029,0.994029850745253,0.99394435905087,0.994029850746195,0.994029850746195,0.993464569879219
"43",1992,0.130069812561133,0.993802407348294,0.994029850746789,0.994029850745436,0.994029850746035,0.994007748836761,0.130490163712544,0.993778412717473,0.994029850747025,0.994029850745927,0.994029850745118,0.994029850747285,0,0.130516218901543,0.998999999999284,0.99899999999964,0.99899999999999,0.994023406620205,0.994029850746829,0.994029850746757,0.994022069485158,0.993798123290417,0.993798123290417,0.99299230636845
"44",1993,0.126604544145327,0.99381306079531,0.994029850748885,0.99402985074673,0.99402985074451,0.993975222959727,0.126639502473482,0.993909945701606,0.994029850747024,0.994029850747344,0.994029850745578,0.99402985074671,NA,0.126639502507724,0.998999999999815,0.998999999999829,0.999000000000299,0.993732285035101,0.994029850746042,0.99391762006863,0.993810002731903,0.99389171302435,0.99389171302435,0.993454333356403
"45",1994,0.122735502991641,0.993768566106904,0.994029850745539,0.994029850743902,0.994029850747229,0.993932603207763,0.122762786054715,0.994029850745167,0.994029850745943,0.99402985074675,0.99402985074253,0.994029850747832,0,0.122762786085969,0.998999999999904,0.998999999999872,0.998999999999873,0.994027018655151,0.994029850743733,0.99402985074691,0.994015247391788,0.993990186471022,0.993990186471022,0.99139718417581
"46",1995,0.118880533247257,0.994029850744767,0.994029850747326,0.994029850746516,0.994029850745451,0.994005694035592,0.118886069653218,0.994029850748584,0.993738966276648,0.994029850745451,0.99402985074949,0.994029850747416,0.994029850745178,0.118886069616425,0.998999999999868,0.999000000000122,0.998999999999912,0.994029850747409,0.994029850746192,0.993963458041648,0.993709654123027,0.993987400494839,0.993987400494839,0.990835876188853
"47",1996,0.115009353223078,0.993995818700069,0.994029850746541,0.994029850744681,0.994029850744326,0.993959381809444,0.115009353228771,0.99399569194159,0.993938161942782,0.994029850746745,0.994029850747031,0.994029850747667,0.993861552947091,0.115009353214698,0.998999999999599,0.999000000000167,0.998999999999881,0.993922890224054,0.993991975257494,0.993915555161155,0.994029850742966,0.994029850743986,0.994029850743986,0.991712650078775
"48",1997,0.111127559830901,0.994029850744609,0.994029850746673,0.994029850745507,0.994029850745709,0.994007498801927,0.111132636814249,0.994029850745181,0.993941171894054,0.993974978115149,0.994029850747066,0.994029850744185,0.994029850746536,0.111132636814502,0.998999999999276,0.998999999999867,0.998999999999841,0.994029850747259,0.994029850746872,0.994029850746773,0.993906352511917,0.994029850743445,0.994029850743445,0.990304127838586
"49",1998,0.107216091525468,0.994029850744646,0.99402985074561,0.994029850747031,0.994029850746433,0.994029850744526,0.107255920406465,0.994029850747296,0.993946666824225,0.994029850746631,0.994029850746078,0.994029850744477,0.994029850744751,0.107255920403678,0.999000000000288,0.998999999999892,0.998999999999844,0.993998507028772,0.994029850742636,0.993977864351013,0.994009930930248,0.994029850749212,0.994029850749212,0.990500665911475
"50",1999,0.10336980046306,0.994029850744298,0.994029850745296,0.994029850747693,0.994029850746641,0.993913019846777,0.10337920393999,0.994029850747446,0.99402985074906,0.994029850748298,0.994029850744017,0.994029850744994,0.994029850745877,0.103379204005572,0.998999999999795,0.998999999999768,0.99899999999996,0.993915679332591,0.994010390336297,0.99399337552578,0.993800947552839,0.994029850744775,0.994029850744775,0.990686722303475
"51",2000,0.0994955652692902,0.994029850746803,0.994029850744488,0.994029850746228,0.994029850745322,0.99394614428272,0.0994917178694103,0.993974021456579,0.994029850742584,0.9940298507465,0.994029850746666,0.994029850746597,0.994029850746011,NA,0.998999999999983,0.998999999999875,0.998999999999677,0.994012397210351,0.99401820670107,0.994029850746374,0.994029850746924,0.994029850746098,0.994029850746098,0.990617303300818
"52",2001,0.0995024974717653,0.993994224719119,0.994029850746804,0.994029850745012,0.994029850746485,0.993934946362785,0.0995024974581996,0.993855145243425,0.993988896689535,0.994024952466789,0.99402985074782,0.994029850746785,0.994029850746211,0.0995024974609229,0.998999999998076,0.99900000000002,0.998999999999865,0.993756278147148,0.994029850745713,0.994001320797655,0.993799508345742,0.994029850748145,0.994029850748145,0.990149979632093
"53",2002,0.0994932793746176,0.993890718423305,0.99402985074406,0.99402985074496,0.994029850745673,0.993941966344888,0.099502497459528,0.994029850745762,0.994028234942019,0.994029850746322,0.994029850746251,0.994029850747892,0.99402985074708,0.0995024975797083,0.998999999999602,0.998999999999715,0.998999999999936,0.99396715773696,0.994029850746099,0.994029850746828,0.994025398642979,0.994000106768147,0.994000106768147,0.99027230490059
"54",2003,0.0992189836942807,0.993955044031695,0.994029850748547,0.994029850745645,0.994029850746419,0.993963614665659,0.0995024974594648,0.993873597812391,0.993965008990902,0.994029850744585,0.994029850745319,0.994029850738161,0.994029850746794,0.0995024974631771,0.998999999999079,0.998999999999907,0.99899999999983,0.993960337068837,0.993996882361651,0.994029850746512,0.994020682110009,0.994029850747713,0.994029850747713,0.992098182368421
"55",2004,0.0994259563481115,0.99402985074665,0.994029850747467,0.994029850743736,0.994029850745125,0.994029850744508,0.0994985161978733,0.993982292638936,0.99399160770008,0.993992307914993,0.994029850744757,0.994029850745531,0.994029850746964,0.0995024974556822,0.998999999999384,0.998999999999833,0.999000000000065,0.99392542789217,0.99402985074679,0.994021124792603,0.994029850746693,0.994029850746769,0.994029850746769,0.990558674720509
"56",2005,0.0994229337657672,0.994029850744107,0.994029850747896,0.994029850746082,0.994029850746331,0.994021068193066,0.0995024974624674,0.993876711480275,0.994029850746401,0.994029850746582,0.994029850747292,0.994029850742905,0.994029850743902,0.0995024974584985,0.998999999999981,0.998999999999479,0.999000000000039,0.994029850748843,0.994029850746236,0.994011699651287,0.994024913385362,0.994029850745909,0.994029850745909,0.989587009539188
"57",2006,0.0993873567782427,0.994029850744417,0.994029850747527,0.994029850746164,0.99402985074711,0.993846424413965,0.0995024974619577,0.99389974366738,0.993982778726698,0.994029850746777,0.994029850746343,0.994029850745945,0.994029850746496,0.0995024974497087,0.99899999999844,0.998999999999448,0.999000000000154,0.993887526971696,0.994026345832714,0.99402985074664,0.994029850744436,0.994029850748106,0.994029850748106,0.992908696849543
"58",2007,0.099409374742742,0.994029850745699,0.994029850744716,0.994029850746745,0.994029850748399,0.994029850745064,0.0995024974608281,0.993842455023612,0.994029850746421,0.994029850747331,0.994029850745193,0.994029850746583,0.994029850745498,0.0995024974742978,0.999000000000004,0.998999999999771,0.998999999999901,0.994020217255248,0.994029850747173,0.994029850745293,0.993957510015553,0.9940298507485,0.9940298507485,0.989319047364157
"59",2008,0.0992994132039724,0.994029850748055,0.994029850746461,0.994029850746207,0.994029850746004,0.993942541220093,0.0995001379456108,0.99402985074221,0.994014115108203,0.994029850746376,0.994029850745199,0.994029850747635,0.994029850744766,0.0995024974560333,0.999000000000448,0.999000000000224,0.999000000000062,0.994029850746241,0.994025218310729,0.993945400129756,0.994029850746392,0.994029850746111,0.994029850746111,0.992479621293965
"60",2009,0.0994930871371583,0.994029850747672,0.994029850745004,0.994029850743785,0.994029850742528,0.994003784545026,0.0995024974627448,0.994029850746038,0.994029850745945,0.994029850746567,0.994029850746147,0.994029850744884,0.994029850747035,0.0995024974587264,0.999000000000384,0.999000000000047,0.999000000000082,0.993889693897971,0.99402780291297,0.993985892877824,0.99402985074529,0.993952639446722,0.993952639446722,0.991224303538261
"61",2010,0.0993960544619126,0.994029850748023,0.994029850746261,0.994029850745712,0.994029850747797,0.99384587726353,0.0995024974607039,0.994029850746704,0.993970784915443,0.994029850745583,0.99402985074609,0.994029850749252,0.994029850745439,NA,0.998999999999394,0.9989999999998,0.998999999999868,0.99402985074543,0.99402985074644,0.994024310150023,0.994029850746159,0.994029850747344,0.994029850747344,0.992900509208512
"62",2011,0.0993416903522212,0.994164964206925,0.989767996516939,0.992898877215966,0.994667399339428,0.993856115159532,0.0994794318198556,0.993841997244385,0.993742378681131,0.993958368999439,0.994246086605206,0.994541296107389,0.994021718017463,NA,0.998999999999644,0.998999999999873,0.998999999999843,0.994610771295401,0.994324889549754,0.993883641142152,0.993652075989729,0.994125596864491,0.994125596864491,0.993072259467203
"63",2012,0.0993133707547695,0.994103872923387,0.988858546155126,0.992518834781679,0.994619843292699,0.994167654766587,0.0994689276985631,0.993510575558173,0.993352026271769,0.993805866533304,0.994218388247805,0.994683690262798,0.994045860012147,NA,0.998999999999818,0.999000000000162,0.998999999999929,0.994852810779028,0.994237774487864,0.994028158477215,0.993901654226159,0.994436273765593,0.994436273765593,0.993286544688697
"64",2013,0.099309166990111,0.994177176190285,0.992502967709203,0.992610142117265,0.994311184270425,0.995201024359392,0.0994123545026239,0.993353472093297,0.993054146108854,0.993861193821509,0.993961094431681,0.995385511607468,0.994006906325944,NA,0.99899999999954,0.998999999999817,0.998999999999925,0.994310065026801,0.994242309979432,0.994281024985663,0.993851484627978,0.995090935541925,0.995090935541925,0.9932724259328
"65",2014,0.0992628111219625,0.994054801256362,0.992694182891802,0.99279822274391,0.99444942554848,0.995177575516894,0.0993416221887768,0.993103819944774,0.992799064154053,0.993693706506866,0.994109606711712,0.995492190023566,0.994747552285335,NA,0.998999999999553,NA,0.999000000000018,0.994448339152632,0.9943142025317,0.993937415521679,0.993282276502104,0.99563911517085,0.99563911517085,0.993441121908417
